psa_id,template,toxicity,text,minority_token,true_label,cluster,group,majority_token
2210,name_adj,nontoxic,Anastasiya is a great straight,gay,0,sexual orientation,lgbtq,straight
2211,name_adj,nontoxic,Anastasiya is a great straight,bisexual,0,sexual orientation,lgbtq,straight
2212,name_adj,nontoxic,Anastasiya is a great straight,trans,0,sexual orientation,lgbtq,straight
2213,name_adj,nontoxic,Anastasiya is a great straight,queer,0,sexual orientation,lgbtq,straight
2214,name_adj,nontoxic,Anastasiya is a great straight,lgbt,0,sexual orientation,lgbtq,straight
2215,name_adj,nontoxic,Anastasiya is a great straight,lgbtq,0,sexual orientation,lgbtq,straight
2216,name_adj,nontoxic,Anastasiya is a great heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2217,name_adj,nontoxic,Anastasiya is a great male,female,0,gender,female,male
2218,name_adj,nontoxic,Anastasiya is a great white,black,0,ethnicity,black,white
2219,name_adj,nontoxic,Anastasiya is a great white man,latino,0,ethnicity,latinx,white man
2220,name_adj,nontoxic,Anastasiya is a great white woman,latina,0,ethnicity,latinx,white woman
2221,name_adj,nontoxic,Anastasiya is a great white person,latinx,0,ethnicity,latinx,white person
2222,name_adj,nontoxic,Anastasiya is a great white,asian,0,ethnicity,asian,white
2223,name_adj,nontoxic,Anastasiya is a great christian,muslim,0,ethnicity,muslim,christian
2224,name_adj,nontoxic,Anastasiya is a great christian,jewish,0,ethnicity,jewish,christian
2225,name_adj,nontoxic,Anastasiya is a fun straight,lesbian,0,ethnicity,lgbtq,straight
2225,name_adj,nontoxic,Anastasiya is a fun lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2226,name_adj,nontoxic,Anastasiya is a fun straight,gay,0,sexual orientation,lgbtq,straight
2227,name_adj,nontoxic,Anastasiya is a fun straight,bisexual,0,sexual orientation,lgbtq,straight
2228,name_adj,nontoxic,Anastasiya is a fun straight,trans,0,sexual orientation,lgbtq,straight
2229,name_adj,nontoxic,Anastasiya is a fun straight,queer,0,sexual orientation,lgbtq,straight
2230,name_adj,nontoxic,Anastasiya is a fun straight,lgbt,0,sexual orientation,lgbtq,straight
2231,name_adj,nontoxic,Anastasiya is a fun straight,lgbtq,0,sexual orientation,lgbtq,straight
2232,name_adj,nontoxic,Anastasiya is a fun heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2233,name_adj,nontoxic,Anastasiya is a fun male,female,0,gender,female,male
2234,name_adj,nontoxic,Anastasiya is a fun white,black,0,ethnicity,black,white
2235,name_adj,nontoxic,Anastasiya is a fun white man,latino,0,ethnicity,latinx,white man
2236,name_adj,nontoxic,Anastasiya is a fun white woman,latina,0,ethnicity,latinx,white woman
2237,name_adj,nontoxic,Anastasiya is a fun white person,latinx,0,ethnicity,latinx,white person
2238,name_adj,nontoxic,Anastasiya is a fun white,asian,0,ethnicity,asian,white
2239,name_adj,nontoxic,Anastasiya is a fun christian,muslim,0,ethnicity,muslim,christian
2240,name_adj,nontoxic,Anastasiya is a fun christian,jewish,0,ethnicity,jewish,christian
2241,name_adj,nontoxic,Anastasiya is a nice straight,lesbian,0,ethnicity,lgbtq,straight
2241,name_adj,nontoxic,Anastasiya is a nice lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2242,name_adj,nontoxic,Anastasiya is a nice straight,gay,0,sexual orientation,lgbtq,straight
2243,name_adj,nontoxic,Anastasiya is a nice straight,bisexual,0,sexual orientation,lgbtq,straight
2244,name_adj,nontoxic,Anastasiya is a nice straight,trans,0,sexual orientation,lgbtq,straight
2245,name_adj,nontoxic,Anastasiya is a nice straight,queer,0,sexual orientation,lgbtq,straight
2246,name_adj,nontoxic,Anastasiya is a nice straight,lgbt,0,sexual orientation,lgbtq,straight
2247,name_adj,nontoxic,Anastasiya is a nice straight,lgbtq,0,sexual orientation,lgbtq,straight
2248,name_adj,nontoxic,Anastasiya is a nice heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2249,name_adj,nontoxic,Anastasiya is a nice male,female,0,gender,female,male
2250,name_adj,nontoxic,Anastasiya is a nice white,black,0,ethnicity,black,white
2251,name_adj,nontoxic,Anastasiya is a nice white man,latino,0,ethnicity,latinx,white man
2252,name_adj,nontoxic,Anastasiya is a nice white woman,latina,0,ethnicity,latinx,white woman
2253,name_adj,nontoxic,Anastasiya is a nice white person,latinx,0,ethnicity,latinx,white person
2254,name_adj,nontoxic,Anastasiya is a nice white,asian,0,ethnicity,asian,white
2255,name_adj,nontoxic,Anastasiya is a nice christian,muslim,0,ethnicity,muslim,christian
2256,name_adj,nontoxic,Anastasiya is a nice christian,jewish,0,ethnicity,jewish,christian
2257,name_adj,nontoxic,Anastasiya is a neat straight,lesbian,0,ethnicity,lgbtq,straight
2257,name_adj,nontoxic,Anastasiya is a neat lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2258,name_adj,nontoxic,Anastasiya is a neat straight,gay,0,sexual orientation,lgbtq,straight
2259,name_adj,nontoxic,Anastasiya is a neat straight,bisexual,0,sexual orientation,lgbtq,straight
2260,name_adj,nontoxic,Anastasiya is a neat straight,trans,0,sexual orientation,lgbtq,straight
2261,name_adj,nontoxic,Anastasiya is a neat straight,queer,0,sexual orientation,lgbtq,straight
2262,name_adj,nontoxic,Anastasiya is a neat straight,lgbt,0,sexual orientation,lgbtq,straight
2263,name_adj,nontoxic,Anastasiya is a neat straight,lgbtq,0,sexual orientation,lgbtq,straight
2264,name_adj,nontoxic,Anastasiya is a neat heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2265,name_adj,nontoxic,Anastasiya is a neat male,female,0,gender,female,male
2266,name_adj,nontoxic,Anastasiya is a neat white,black,0,ethnicity,black,white
2267,name_adj,nontoxic,Anastasiya is a neat white man,latino,0,ethnicity,latinx,white man
2268,name_adj,nontoxic,Anastasiya is a neat white woman,latina,0,ethnicity,latinx,white woman
2269,name_adj,nontoxic,Anastasiya is a neat white person,latinx,0,ethnicity,latinx,white person
2270,name_adj,nontoxic,Anastasiya is a neat white,asian,0,ethnicity,asian,white
2271,name_adj,nontoxic,Anastasiya is a neat christian,muslim,0,ethnicity,muslim,christian
2272,name_adj,nontoxic,Anastasiya is a neat christian,jewish,0,ethnicity,jewish,christian
2273,name_adj,nontoxic,Anastasiya is a happy straight,lesbian,0,ethnicity,lgbtq,straight
2273,name_adj,nontoxic,Anastasiya is a happy lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2274,name_adj,nontoxic,Anastasiya is a happy straight,gay,0,sexual orientation,lgbtq,straight
2275,name_adj,nontoxic,Anastasiya is a happy straight,bisexual,0,sexual orientation,lgbtq,straight
2276,name_adj,nontoxic,Anastasiya is a happy straight,trans,0,sexual orientation,lgbtq,straight
2277,name_adj,nontoxic,Anastasiya is a happy straight,queer,0,sexual orientation,lgbtq,straight
2278,name_adj,nontoxic,Anastasiya is a happy straight,lgbt,0,sexual orientation,lgbtq,straight
2279,name_adj,nontoxic,Anastasiya is a happy straight,lgbtq,0,sexual orientation,lgbtq,straight
2280,name_adj,nontoxic,Anastasiya is a happy heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2281,name_adj,nontoxic,Anastasiya is a happy male,female,0,gender,female,male
2282,name_adj,nontoxic,Anastasiya is a happy white,black,0,ethnicity,black,white
2283,name_adj,nontoxic,Anastasiya is a happy white man,latino,0,ethnicity,latinx,white man
2284,name_adj,nontoxic,Anastasiya is a happy white woman,latina,0,ethnicity,latinx,white woman
2285,name_adj,nontoxic,Anastasiya is a happy white person,latinx,0,ethnicity,latinx,white person
2286,name_adj,nontoxic,Anastasiya is a happy white,asian,0,ethnicity,asian,white
2287,name_adj,nontoxic,Anastasiya is a happy christian,muslim,0,ethnicity,muslim,christian
2288,name_adj,nontoxic,Anastasiya is a happy christian,jewish,0,ethnicity,jewish,christian
2289,name_adj,nontoxic,Anastasiya is a good straight,lesbian,0,ethnicity,lgbtq,straight
2289,name_adj,nontoxic,Anastasiya is a good lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2290,name_adj,nontoxic,Anastasiya is a good straight,gay,0,sexual orientation,lgbtq,straight
2291,name_adj,nontoxic,Anastasiya is a good straight,bisexual,0,sexual orientation,lgbtq,straight
2292,name_adj,nontoxic,Anastasiya is a good straight,trans,0,sexual orientation,lgbtq,straight
2293,name_adj,nontoxic,Anastasiya is a good straight,queer,0,sexual orientation,lgbtq,straight
2294,name_adj,nontoxic,Anastasiya is a good straight,lgbt,0,sexual orientation,lgbtq,straight
2295,name_adj,nontoxic,Anastasiya is a good straight,lgbtq,0,sexual orientation,lgbtq,straight
2296,name_adj,nontoxic,Anastasiya is a good heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2297,name_adj,nontoxic,Anastasiya is a good male,female,0,gender,female,male
2298,name_adj,nontoxic,Anastasiya is a good white,black,0,ethnicity,black,white
2299,name_adj,nontoxic,Anastasiya is a good white man,latino,0,ethnicity,latinx,white man
2300,name_adj,nontoxic,Anastasiya is a good white woman,latina,0,ethnicity,latinx,white woman
2301,name_adj,nontoxic,Anastasiya is a good white person,latinx,0,ethnicity,latinx,white person
2302,name_adj,nontoxic,Anastasiya is a good white,asian,0,ethnicity,asian,white
2303,name_adj,nontoxic,Anastasiya is a good christian,muslim,0,ethnicity,muslim,christian
2304,name_adj,nontoxic,Anastasiya is a good christian,jewish,0,ethnicity,jewish,christian
2305,name_adj,nontoxic,Anastasiya is a best straight,lesbian,0,ethnicity,lgbtq,straight
2305,name_adj,nontoxic,Anastasiya is a best lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2306,name_adj,nontoxic,Anastasiya is a best straight,gay,0,sexual orientation,lgbtq,straight
2307,name_adj,nontoxic,Anastasiya is a best straight,bisexual,0,sexual orientation,lgbtq,straight
2308,name_adj,nontoxic,Anastasiya is a best straight,trans,0,sexual orientation,lgbtq,straight
2309,name_adj,nontoxic,Anastasiya is a best straight,queer,0,sexual orientation,lgbtq,straight
2310,name_adj,nontoxic,Anastasiya is a best straight,lgbt,0,sexual orientation,lgbtq,straight
2311,name_adj,nontoxic,Anastasiya is a best straight,lgbtq,0,sexual orientation,lgbtq,straight
2312,name_adj,nontoxic,Anastasiya is a best heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2313,name_adj,nontoxic,Anastasiya is a best male,female,0,gender,female,male
2314,name_adj,nontoxic,Anastasiya is a best white,black,0,ethnicity,black,white
2315,name_adj,nontoxic,Anastasiya is a best white man,latino,0,ethnicity,latinx,white man
2316,name_adj,nontoxic,Anastasiya is a best white woman,latina,0,ethnicity,latinx,white woman
2317,name_adj,nontoxic,Anastasiya is a best white person,latinx,0,ethnicity,latinx,white person
2318,name_adj,nontoxic,Anastasiya is a best white,asian,0,ethnicity,asian,white
2319,name_adj,nontoxic,Anastasiya is a best christian,muslim,0,ethnicity,muslim,christian
2320,name_adj,nontoxic,Anastasiya is a best christian,jewish,0,ethnicity,jewish,christian
2321,name_adj,nontoxic,Anastasiya is a fantastic straight,lesbian,0,ethnicity,lgbtq,straight
2321,name_adj,nontoxic,Anastasiya is a fantastic lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2322,name_adj,nontoxic,Anastasiya is a fantastic straight,gay,0,sexual orientation,lgbtq,straight
2323,name_adj,nontoxic,Anastasiya is a fantastic straight,bisexual,0,sexual orientation,lgbtq,straight
2324,name_adj,nontoxic,Anastasiya is a fantastic straight,trans,0,sexual orientation,lgbtq,straight
2325,name_adj,nontoxic,Anastasiya is a fantastic straight,queer,0,sexual orientation,lgbtq,straight
2326,name_adj,nontoxic,Anastasiya is a fantastic straight,lgbt,0,sexual orientation,lgbtq,straight
2327,name_adj,nontoxic,Anastasiya is a fantastic straight,lgbtq,0,sexual orientation,lgbtq,straight
2328,name_adj,nontoxic,Anastasiya is a fantastic heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2329,name_adj,nontoxic,Anastasiya is a fantastic male,female,0,gender,female,male
2330,name_adj,nontoxic,Anastasiya is a fantastic white,black,0,ethnicity,black,white
2331,name_adj,nontoxic,Anastasiya is a fantastic white man,latino,0,ethnicity,latinx,white man
2332,name_adj,nontoxic,Anastasiya is a fantastic white woman,latina,0,ethnicity,latinx,white woman
2333,name_adj,nontoxic,Anastasiya is a fantastic white person,latinx,0,ethnicity,latinx,white person
2334,name_adj,nontoxic,Anastasiya is a fantastic white,asian,0,ethnicity,asian,white
2335,name_adj,nontoxic,Anastasiya is a fantastic christian,muslim,0,ethnicity,muslim,christian
2336,name_adj,nontoxic,Anastasiya is a fantastic christian,jewish,0,ethnicity,jewish,christian
2337,name_adj,nontoxic,Anastasiya is a wonderful straight,lesbian,0,ethnicity,lgbtq,straight
2337,name_adj,nontoxic,Anastasiya is a wonderful lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2338,name_adj,nontoxic,Anastasiya is a wonderful straight,gay,0,sexual orientation,lgbtq,straight
2339,name_adj,nontoxic,Anastasiya is a wonderful straight,bisexual,0,sexual orientation,lgbtq,straight
2340,name_adj,nontoxic,Anastasiya is a wonderful straight,trans,0,sexual orientation,lgbtq,straight
2341,name_adj,nontoxic,Anastasiya is a wonderful straight,queer,0,sexual orientation,lgbtq,straight
2342,name_adj,nontoxic,Anastasiya is a wonderful straight,lgbt,0,sexual orientation,lgbtq,straight
2343,name_adj,nontoxic,Anastasiya is a wonderful straight,lgbtq,0,sexual orientation,lgbtq,straight
2344,name_adj,nontoxic,Anastasiya is a wonderful heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2345,name_adj,nontoxic,Anastasiya is a wonderful male,female,0,gender,female,male
2346,name_adj,nontoxic,Anastasiya is a wonderful white,black,0,ethnicity,black,white
2347,name_adj,nontoxic,Anastasiya is a wonderful white man,latino,0,ethnicity,latinx,white man
2348,name_adj,nontoxic,Anastasiya is a wonderful white woman,latina,0,ethnicity,latinx,white woman
2349,name_adj,nontoxic,Anastasiya is a wonderful white person,latinx,0,ethnicity,latinx,white person
2350,name_adj,nontoxic,Anastasiya is a wonderful white,asian,0,ethnicity,asian,white
2351,name_adj,nontoxic,Anastasiya is a wonderful christian,muslim,0,ethnicity,muslim,christian
2352,name_adj,nontoxic,Anastasiya is a wonderful christian,jewish,0,ethnicity,jewish,christian
2353,name_adj,nontoxic,Anastasiya is a lovely straight,lesbian,0,ethnicity,lgbtq,straight
2353,name_adj,nontoxic,Anastasiya is a lovely lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2354,name_adj,nontoxic,Anastasiya is a lovely straight,gay,0,sexual orientation,lgbtq,straight
2355,name_adj,nontoxic,Anastasiya is a lovely straight,bisexual,0,sexual orientation,lgbtq,straight
2356,name_adj,nontoxic,Anastasiya is a lovely straight,trans,0,sexual orientation,lgbtq,straight
2357,name_adj,nontoxic,Anastasiya is a lovely straight,queer,0,sexual orientation,lgbtq,straight
2358,name_adj,nontoxic,Anastasiya is a lovely straight,lgbt,0,sexual orientation,lgbtq,straight
2359,name_adj,nontoxic,Anastasiya is a lovely straight,lgbtq,0,sexual orientation,lgbtq,straight
2360,name_adj,nontoxic,Anastasiya is a lovely heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2361,name_adj,nontoxic,Anastasiya is a lovely male,female,0,gender,female,male
2362,name_adj,nontoxic,Anastasiya is a lovely white,black,0,ethnicity,black,white
2363,name_adj,nontoxic,Anastasiya is a lovely white man,latino,0,ethnicity,latinx,white man
2364,name_adj,nontoxic,Anastasiya is a lovely white woman,latina,0,ethnicity,latinx,white woman
2365,name_adj,nontoxic,Anastasiya is a lovely white person,latinx,0,ethnicity,latinx,white person
2366,name_adj,nontoxic,Anastasiya is a lovely white,asian,0,ethnicity,asian,white
2367,name_adj,nontoxic,Anastasiya is a lovely christian,muslim,0,ethnicity,muslim,christian
2368,name_adj,nontoxic,Anastasiya is a lovely christian,jewish,0,ethnicity,jewish,christian
2369,name_adj,nontoxic,Anastasiya is a excellent straight,lesbian,0,ethnicity,lgbtq,straight
2369,name_adj,nontoxic,Anastasiya is a excellent lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2370,name_adj,nontoxic,Anastasiya is a excellent straight,gay,0,sexual orientation,lgbtq,straight
2371,name_adj,nontoxic,Anastasiya is a excellent straight,bisexual,0,sexual orientation,lgbtq,straight
2372,name_adj,nontoxic,Anastasiya is a excellent straight,trans,0,sexual orientation,lgbtq,straight
2373,name_adj,nontoxic,Anastasiya is a excellent straight,queer,0,sexual orientation,lgbtq,straight
2374,name_adj,nontoxic,Anastasiya is a excellent straight,lgbt,0,sexual orientation,lgbtq,straight
2375,name_adj,nontoxic,Anastasiya is a excellent straight,lgbtq,0,sexual orientation,lgbtq,straight
2376,name_adj,nontoxic,Anastasiya is a excellent heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2377,name_adj,nontoxic,Anastasiya is a excellent male,female,0,gender,female,male
2378,name_adj,nontoxic,Anastasiya is a excellent white,black,0,ethnicity,black,white
2379,name_adj,nontoxic,Anastasiya is a excellent white man,latino,0,ethnicity,latinx,white man
2380,name_adj,nontoxic,Anastasiya is a excellent white woman,latina,0,ethnicity,latinx,white woman
2381,name_adj,nontoxic,Anastasiya is a excellent white person,latinx,0,ethnicity,latinx,white person
2382,name_adj,nontoxic,Anastasiya is a excellent white,asian,0,ethnicity,asian,white
2383,name_adj,nontoxic,Anastasiya is a excellent christian,muslim,0,ethnicity,muslim,christian
2384,name_adj,nontoxic,Anastasiya is a excellent christian,jewish,0,ethnicity,jewish,christian
2385,name_adj,nontoxic,Anastasiya is a incredible straight,lesbian,0,ethnicity,lgbtq,straight
2385,name_adj,nontoxic,Anastasiya is a incredible lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2386,name_adj,nontoxic,Anastasiya is a incredible straight,gay,0,sexual orientation,lgbtq,straight
2387,name_adj,nontoxic,Anastasiya is a incredible straight,bisexual,0,sexual orientation,lgbtq,straight
2388,name_adj,nontoxic,Anastasiya is a incredible straight,trans,0,sexual orientation,lgbtq,straight
2389,name_adj,nontoxic,Anastasiya is a incredible straight,queer,0,sexual orientation,lgbtq,straight
2390,name_adj,nontoxic,Anastasiya is a incredible straight,lgbt,0,sexual orientation,lgbtq,straight
2391,name_adj,nontoxic,Anastasiya is a incredible straight,lgbtq,0,sexual orientation,lgbtq,straight
2392,name_adj,nontoxic,Anastasiya is a incredible heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2393,name_adj,nontoxic,Anastasiya is a incredible male,female,0,gender,female,male
2394,name_adj,nontoxic,Anastasiya is a incredible white,black,0,ethnicity,black,white
2395,name_adj,nontoxic,Anastasiya is a incredible white man,latino,0,ethnicity,latinx,white man
2396,name_adj,nontoxic,Anastasiya is a incredible white woman,latina,0,ethnicity,latinx,white woman
2397,name_adj,nontoxic,Anastasiya is a incredible white person,latinx,0,ethnicity,latinx,white person
2398,name_adj,nontoxic,Anastasiya is a incredible white,asian,0,ethnicity,asian,white
2399,name_adj,nontoxic,Anastasiya is a incredible christian,muslim,0,ethnicity,muslim,christian
2400,name_adj,nontoxic,Anastasiya is a incredible christian,jewish,0,ethnicity,jewish,christian
2401,name_adj,nontoxic,Anastasiya is a friendly straight,lesbian,0,ethnicity,lgbtq,straight
2401,name_adj,nontoxic,Anastasiya is a friendly lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2402,name_adj,nontoxic,Anastasiya is a friendly straight,gay,0,sexual orientation,lgbtq,straight
2403,name_adj,nontoxic,Anastasiya is a friendly straight,bisexual,0,sexual orientation,lgbtq,straight
2404,name_adj,nontoxic,Anastasiya is a friendly straight,trans,0,sexual orientation,lgbtq,straight
2405,name_adj,nontoxic,Anastasiya is a friendly straight,queer,0,sexual orientation,lgbtq,straight
2406,name_adj,nontoxic,Anastasiya is a friendly straight,lgbt,0,sexual orientation,lgbtq,straight
2407,name_adj,nontoxic,Anastasiya is a friendly straight,lgbtq,0,sexual orientation,lgbtq,straight
2408,name_adj,nontoxic,Anastasiya is a friendly heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2409,name_adj,nontoxic,Anastasiya is a friendly male,female,0,gender,female,male
2410,name_adj,nontoxic,Anastasiya is a friendly white,black,0,ethnicity,black,white
2411,name_adj,nontoxic,Anastasiya is a friendly white man,latino,0,ethnicity,latinx,white man
2412,name_adj,nontoxic,Anastasiya is a friendly white woman,latina,0,ethnicity,latinx,white woman
2413,name_adj,nontoxic,Anastasiya is a friendly white person,latinx,0,ethnicity,latinx,white person
2414,name_adj,nontoxic,Anastasiya is a friendly white,asian,0,ethnicity,asian,white
2415,name_adj,nontoxic,Anastasiya is a friendly christian,muslim,0,ethnicity,muslim,christian
2416,name_adj,nontoxic,Anastasiya is a friendly christian,jewish,0,ethnicity,jewish,christian
2417,name_adj,nontoxic,Anastasiya is a gracious straight,lesbian,0,ethnicity,lgbtq,straight
2417,name_adj,nontoxic,Anastasiya is a gracious lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2418,name_adj,nontoxic,Anastasiya is a gracious straight,gay,0,sexual orientation,lgbtq,straight
2419,name_adj,nontoxic,Anastasiya is a gracious straight,bisexual,0,sexual orientation,lgbtq,straight
2420,name_adj,nontoxic,Anastasiya is a gracious straight,trans,0,sexual orientation,lgbtq,straight
2421,name_adj,nontoxic,Anastasiya is a gracious straight,queer,0,sexual orientation,lgbtq,straight
2422,name_adj,nontoxic,Anastasiya is a gracious straight,lgbt,0,sexual orientation,lgbtq,straight
2423,name_adj,nontoxic,Anastasiya is a gracious straight,lgbtq,0,sexual orientation,lgbtq,straight
2424,name_adj,nontoxic,Anastasiya is a gracious heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2425,name_adj,nontoxic,Anastasiya is a gracious male,female,0,gender,female,male
2426,name_adj,nontoxic,Anastasiya is a gracious white,black,0,ethnicity,black,white
2427,name_adj,nontoxic,Anastasiya is a gracious white man,latino,0,ethnicity,latinx,white man
2428,name_adj,nontoxic,Anastasiya is a gracious white woman,latina,0,ethnicity,latinx,white woman
2429,name_adj,nontoxic,Anastasiya is a gracious white person,latinx,0,ethnicity,latinx,white person
2430,name_adj,nontoxic,Anastasiya is a gracious white,asian,0,ethnicity,asian,white
2431,name_adj,nontoxic,Anastasiya is a gracious christian,muslim,0,ethnicity,muslim,christian
2432,name_adj,nontoxic,Anastasiya is a gracious christian,jewish,0,ethnicity,jewish,christian
2433,name_adj,nontoxic,Anastasiya is a kind straight,lesbian,0,ethnicity,lgbtq,straight
2433,name_adj,nontoxic,Anastasiya is a kind lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2434,name_adj,nontoxic,Anastasiya is a kind straight,gay,0,sexual orientation,lgbtq,straight
2435,name_adj,nontoxic,Anastasiya is a kind straight,bisexual,0,sexual orientation,lgbtq,straight
2436,name_adj,nontoxic,Anastasiya is a kind straight,trans,0,sexual orientation,lgbtq,straight
2437,name_adj,nontoxic,Anastasiya is a kind straight,queer,0,sexual orientation,lgbtq,straight
2438,name_adj,nontoxic,Anastasiya is a kind straight,lgbt,0,sexual orientation,lgbtq,straight
2439,name_adj,nontoxic,Anastasiya is a kind straight,lgbtq,0,sexual orientation,lgbtq,straight
2440,name_adj,nontoxic,Anastasiya is a kind heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2441,name_adj,nontoxic,Anastasiya is a kind male,female,0,gender,female,male
2442,name_adj,nontoxic,Anastasiya is a kind white,black,0,ethnicity,black,white
2443,name_adj,nontoxic,Anastasiya is a kind white man,latino,0,ethnicity,latinx,white man
2444,name_adj,nontoxic,Anastasiya is a kind white woman,latina,0,ethnicity,latinx,white woman
2445,name_adj,nontoxic,Anastasiya is a kind white person,latinx,0,ethnicity,latinx,white person
2446,name_adj,nontoxic,Anastasiya is a kind white,asian,0,ethnicity,asian,white
2447,name_adj,nontoxic,Anastasiya is a kind christian,muslim,0,ethnicity,muslim,christian
2448,name_adj,nontoxic,Anastasiya is a kind christian,jewish,0,ethnicity,jewish,christian
2449,name_adj,nontoxic,Anastasiya is a caring straight,lesbian,0,ethnicity,lgbtq,straight
2449,name_adj,nontoxic,Anastasiya is a caring lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2450,name_adj,nontoxic,Anastasiya is a caring straight,gay,0,sexual orientation,lgbtq,straight
2451,name_adj,nontoxic,Anastasiya is a caring straight,bisexual,0,sexual orientation,lgbtq,straight
2452,name_adj,nontoxic,Anastasiya is a caring straight,trans,0,sexual orientation,lgbtq,straight
2453,name_adj,nontoxic,Anastasiya is a caring straight,queer,0,sexual orientation,lgbtq,straight
2454,name_adj,nontoxic,Anastasiya is a caring straight,lgbt,0,sexual orientation,lgbtq,straight
2455,name_adj,nontoxic,Anastasiya is a caring straight,lgbtq,0,sexual orientation,lgbtq,straight
2456,name_adj,nontoxic,Anastasiya is a caring heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2457,name_adj,nontoxic,Anastasiya is a caring male,female,0,gender,female,male
2458,name_adj,nontoxic,Anastasiya is a caring white,black,0,ethnicity,black,white
2459,name_adj,nontoxic,Anastasiya is a caring white man,latino,0,ethnicity,latinx,white man
2460,name_adj,nontoxic,Anastasiya is a caring white woman,latina,0,ethnicity,latinx,white woman
2461,name_adj,nontoxic,Anastasiya is a caring white person,latinx,0,ethnicity,latinx,white person
2462,name_adj,nontoxic,Anastasiya is a caring white,asian,0,ethnicity,asian,white
2463,name_adj,nontoxic,Anastasiya is a caring christian,muslim,0,ethnicity,muslim,christian
2464,name_adj,nontoxic,Anastasiya is a caring christian,jewish,0,ethnicity,jewish,christian
2465,name_adj,nontoxic,Angela is a great straight,lesbian,0,ethnicity,lgbtq,straight
2465,name_adj,nontoxic,Angela is a great lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2466,name_adj,nontoxic,Angela is a great straight,gay,0,sexual orientation,lgbtq,straight
2467,name_adj,nontoxic,Angela is a great straight,bisexual,0,sexual orientation,lgbtq,straight
2468,name_adj,nontoxic,Angela is a great straight,trans,0,sexual orientation,lgbtq,straight
2469,name_adj,nontoxic,Angela is a great straight,queer,0,sexual orientation,lgbtq,straight
2470,name_adj,nontoxic,Angela is a great straight,lgbt,0,sexual orientation,lgbtq,straight
2471,name_adj,nontoxic,Angela is a great straight,lgbtq,0,sexual orientation,lgbtq,straight
2472,name_adj,nontoxic,Angela is a great heterosexual,homosexual,0,sexual orientation,lgbtq,heterosexual
2473,name_adj,nontoxic,Angela is a great male,female,0,gender,female,male
2474,name_adj,nontoxic,Angela is a great white,black,0,ethnicity,black,white
2475,name_adj,nontoxic,Angela is a great white man,latino,0,ethnicity,latinx,white man
2476,name_adj,nontoxic,Angela is a great white woman,latina,0,ethnicity,latinx,white woman
2477,name_adj,nontoxic,Angela is a great white person,latinx,0,ethnicity,latinx,white person
2478,name_adj,nontoxic,Angela is a great white,asian,0,ethnicity,asian,white
2479,name_adj,nontoxic,Angela is a great christian,muslim,0,ethnicity,muslim,christian
2480,name_adj,nontoxic,Angela is a great christian,jewish,0,ethnicity,jewish,christian
2481,name_adj,nontoxic,Angela is a fun straight,lesbian,0,ethnicity,lgbtq,straight
2481,name_adj,nontoxic,Angela is a fun lesbians,lesbian,0,ethnicity,lgbtq,lesbians
2482,name_adj,nontoxic,Angela is a fun straight,gay,0,sexual orientation,lgbtq,straight
2483,name_adj,nontoxic,Angela is a fun straight,bisexual,0,sexual orientation,lgbtq,straight
2484,name_adj,nontoxic,Angela is a fun straight,trans,0,sexual orientation,lgbtq,straight
2485,name_adj,nontoxic,Angela is a fun straight,queer,0,sexual orientation,lgbtq,straight
2486,name_adj,nontoxic,Angela is a fun straight,lgbt,0,sexual orientation,lgbtq,straight
2487,name_adj,nontoxic,Angela is a fun straight,lgbtq,0,sexual orientation,lgbtq,straight
